year,variable,value,scenario,model
1850,tas,14.888767,historical,MPI-ESM1-2-LR
1851,tas,14.852139,historical,MPI-ESM1-2-LR
1852,tas,14.972883,historical,MPI-ESM1-2-LR
1853,tas,15.103224,historical,MPI-ESM1-2-LR
1854,tas,14.954236,historical,MPI-ESM1-2-LR
1855,tas,14.935997,historical,MPI-ESM1-2-LR
1856,tas,14.848249,historical,MPI-ESM1-2-LR
1857,tas,14.916601,historical,MPI-ESM1-2-LR
1858,tas,14.931606,historical,MPI-ESM1-2-LR
1859,tas,14.875907,historical,MPI-ESM1-2-LR
1860,tas,15.084609,historical,MPI-ESM1-2-LR
1861,tas,14.951558,historical,MPI-ESM1-2-LR
1862,tas,14.892705,historical,MPI-ESM1-2-LR
1863,tas,14.920998,historical,MPI-ESM1-2-LR
1864,tas,15.012861,historical,MPI-ESM1-2-LR
1865,tas,15.094936,historical,MPI-ESM1-2-LR
1866,tas,14.535086,historical,MPI-ESM1-2-LR
1867,tas,14.882299,historical,MPI-ESM1-2-LR
1868,tas,14.824053,historical,MPI-ESM1-2-LR
1869,tas,14.741989,historical,MPI-ESM1-2-LR
1870,tas,15.142094,historical,MPI-ESM1-2-LR
1871,tas,15.01319,historical,MPI-ESM1-2-LR
1872,tas,14.847735,historical,MPI-ESM1-2-LR
1873,tas,14.840936,historical,MPI-ESM1-2-LR
1874,tas,14.679534,historical,MPI-ESM1-2-LR
1875,tas,14.752783,historical,MPI-ESM1-2-LR
1876,tas,14.995313,historical,MPI-ESM1-2-LR
1877,tas,14.640149,historical,MPI-ESM1-2-LR
1878,tas,14.75285,historical,MPI-ESM1-2-LR
1879,tas,14.953501,historical,MPI-ESM1-2-LR
1880,tas,14.749113,historical,MPI-ESM1-2-LR
1881,tas,14.770392,historical,MPI-ESM1-2-LR
1882,tas,14.654876,historical,MPI-ESM1-2-LR
1883,tas,14.943789,historical,MPI-ESM1-2-LR
1884,tas,14.529353,historical,MPI-ESM1-2-LR
1885,tas,14.502614,historical,MPI-ESM1-2-LR
1886,tas,14.634601,historical,MPI-ESM1-2-LR
1887,tas,14.721804,historical,MPI-ESM1-2-LR
1888,tas,14.828182,historical,MPI-ESM1-2-LR
1889,tas,15.024021,historical,MPI-ESM1-2-LR
1890,tas,15.06783,historical,MPI-ESM1-2-LR
1891,tas,14.507724,historical,MPI-ESM1-2-LR
1892,tas,14.508099,historical,MPI-ESM1-2-LR
1893,tas,14.826952,historical,MPI-ESM1-2-LR
1894,tas,14.855462,historical,MPI-ESM1-2-LR
1895,tas,14.733405,historical,MPI-ESM1-2-LR
1896,tas,14.989962,historical,MPI-ESM1-2-LR
1897,tas,15.026668,historical,MPI-ESM1-2-LR
