year,variable,value,scenario,model
1850,tas,11.30892,historical,MPI-ESM1-2-LR
1851,tas,11.665646,historical,MPI-ESM1-2-LR
1852,tas,11.518275,historical,MPI-ESM1-2-LR
1853,tas,11.713328,historical,MPI-ESM1-2-LR
1854,tas,11.345296,historical,MPI-ESM1-2-LR
1855,tas,11.559208,historical,MPI-ESM1-2-LR
1856,tas,11.316069,historical,MPI-ESM1-2-LR
1857,tas,11.987586,historical,MPI-ESM1-2-LR
1858,tas,11.308904,historical,MPI-ESM1-2-LR
1859,tas,11.354218,historical,MPI-ESM1-2-LR
1860,tas,11.841421,historical,MPI-ESM1-2-LR
1861,tas,11.489906,historical,MPI-ESM1-2-LR
1862,tas,11.778847,historical,MPI-ESM1-2-LR
1863,tas,11.769998,historical,MPI-ESM1-2-LR
1864,tas,11.689747,historical,MPI-ESM1-2-LR
1865,tas,11.576521,historical,MPI-ESM1-2-LR
1866,tas,11.782393,historical,MPI-ESM1-2-LR
1867,tas,11.601238,historical,MPI-ESM1-2-LR
1868,tas,11.399392,historical,MPI-ESM1-2-LR
1869,tas,11.700872,historical,MPI-ESM1-2-LR
1870,tas,11.66202,historical,MPI-ESM1-2-LR
1871,tas,11.731195,historical,MPI-ESM1-2-LR
1872,tas,11.131864,historical,MPI-ESM1-2-LR
1873,tas,11.273847,historical,MPI-ESM1-2-LR
1874,tas,11.46469,historical,MPI-ESM1-2-LR
1875,tas,11.487208,historical,MPI-ESM1-2-LR
1876,tas,11.314439,historical,MPI-ESM1-2-LR
1877,tas,11.542002,historical,MPI-ESM1-2-LR
1878,tas,11.769322,historical,MPI-ESM1-2-LR
1879,tas,11.962068,historical,MPI-ESM1-2-LR
1880,tas,11.401076,historical,MPI-ESM1-2-LR
1881,tas,11.551107,historical,MPI-ESM1-2-LR
1882,tas,11.656473,historical,MPI-ESM1-2-LR
1883,tas,11.217178,historical,MPI-ESM1-2-LR
1884,tas,11.320768,historical,MPI-ESM1-2-LR
1885,tas,11.431572,historical,MPI-ESM1-2-LR
1886,tas,11.377621,historical,MPI-ESM1-2-LR
1887,tas,11.554453,historical,MPI-ESM1-2-LR
1888,tas,11.411694,historical,MPI-ESM1-2-LR
1889,tas,11.427533,historical,MPI-ESM1-2-LR
1890,tas,11.086869,historical,MPI-ESM1-2-LR
1891,tas,11.408579,historical,MPI-ESM1-2-LR
1892,tas,11.577163,historical,MPI-ESM1-2-LR
1893,tas,11.445864,historical,MPI-ESM1-2-LR
1894,tas,11.449481,historical,MPI-ESM1-2-LR
1895,tas,11.589193,historical,MPI-ESM1-2-LR
1896,tas,11.783646,historical,MPI-ESM1-2-LR
1897,tas,11.601524,historical,MPI-ESM1-2-LR
1898,tas,11.651938,historical,MPI-ESM1-2-LR
1899,tas,11.634307,historical,MPI-ESM1-2-LR
1900,tas,11.232529,historical,MPI-ESM1-2-LR
1901,tas,11.678242,historical,MPI-ESM1-2-LR
1902,tas,11.312817,historical,MPI-ESM1-2-LR
1903,tas,11.601257,historical,MPI-ESM1-2-LR
1904,tas,11.522344,historical,MPI-ESM1-2-LR
1905,tas,11.75566,historical,MPI-ESM1-2-LR
1906,tas,11.611594,historical,MPI-ESM1-2-LR
1907,tas,11.308558,historical,MPI-ESM1-2-LR
1908,tas,11.299502,historical,MPI-ESM1-2-LR
1909,tas,11.394259,historical,MPI-ESM1-2-LR
1910,tas,11.521823,historical,MPI-ESM1-2-LR
1911,tas,11.482079,historical,MPI-ESM1-2-LR
1912,tas,11.644579,historical,MPI-ESM1-2-LR
1913,tas,11.717678,historical,MPI-ESM1-2-LR
1914,tas,11.914606,historical,MPI-ESM1-2-LR
1915,tas,11.513318,historical,MPI-ESM1-2-LR
1916,tas,11.539936,historical,MPI-ESM1-2-LR
1917,tas,11.324124,historical,MPI-ESM1-2-LR
1918,tas,11.527466,historical,MPI-ESM1-2-LR
1919,tas,11.546024,historical,MPI-ESM1-2-LR
1920,tas,11.631686,historical,MPI-ESM1-2-LR
1921,tas,11.644621,historical,MPI-ESM1-2-LR
1922,tas,11.568609,historical,MPI-ESM1-2-LR
1923,tas,11.694283,historical,MPI-ESM1-2-LR
1924,tas,11.635224,historical,MPI-ESM1-2-LR
1925,tas,11.911613,historical,MPI-ESM1-2-LR
1926,tas,11.712882,historical,MPI-ESM1-2-LR
1927,tas,11.891045,historical,MPI-ESM1-2-LR
1928,tas,12.176541,historical,MPI-ESM1-2-LR
1929,tas,12.05888,historical,MPI-ESM1-2-LR
1930,tas,11.752218,historical,MPI-ESM1-2-LR
1931,tas,11.475946,historical,MPI-ESM1-2-LR
1932,tas,11.514921,historical,MPI-ESM1-2-LR
1933,tas,11.590518,historical,MPI-ESM1-2-LR
1934,tas,11.851114,historical,MPI-ESM1-2-LR
1935,tas,11.53567,historical,MPI-ESM1-2-LR
1936,tas,11.628618,historical,MPI-ESM1-2-LR
1937,tas,11.936872,historical,MPI-ESM1-2-LR
1938,tas,11.527492,historical,MPI-ESM1-2-LR
1939,tas,11.824165,historical,MPI-ESM1-2-LR
1940,tas,11.945214,historical,MPI-ESM1-2-LR
1941,tas,11.873072,historical,MPI-ESM1-2-LR
