year,variable,value,scenario,model
1850,tas,14.722088,historical,MPI-ESM1-2-LR
1851,tas,14.9839,historical,MPI-ESM1-2-LR
1852,tas,14.816332,historical,MPI-ESM1-2-LR
1853,tas,15.21493,historical,MPI-ESM1-2-LR
1854,tas,15.182241,historical,MPI-ESM1-2-LR
1855,tas,15.009216,historical,MPI-ESM1-2-LR
1856,tas,14.730721,historical,MPI-ESM1-2-LR
1857,tas,15.03205,historical,MPI-ESM1-2-LR
1858,tas,15.073255,historical,MPI-ESM1-2-LR
1859,tas,14.978049,historical,MPI-ESM1-2-LR
1860,tas,14.945058,historical,MPI-ESM1-2-LR
1861,tas,15.199427,historical,MPI-ESM1-2-LR
1862,tas,14.863785,historical,MPI-ESM1-2-LR
1863,tas,14.643667,historical,MPI-ESM1-2-LR
1864,tas,15.23274,historical,MPI-ESM1-2-LR
1865,tas,15.16393,historical,MPI-ESM1-2-LR
1866,tas,14.857472,historical,MPI-ESM1-2-LR
1867,tas,14.931408,historical,MPI-ESM1-2-LR
1868,tas,14.847962,historical,MPI-ESM1-2-LR
1869,tas,14.781965,historical,MPI-ESM1-2-LR
1870,tas,15.186494,historical,MPI-ESM1-2-LR
1871,tas,15.026057,historical,MPI-ESM1-2-LR
1872,tas,15.24656,historical,MPI-ESM1-2-LR
1873,tas,14.868319,historical,MPI-ESM1-2-LR
1874,tas,14.845492,historical,MPI-ESM1-2-LR
1875,tas,14.694903,historical,MPI-ESM1-2-LR
1876,tas,14.870824,historical,MPI-ESM1-2-LR
1877,tas,14.898181,historical,MPI-ESM1-2-LR
1878,tas,14.902397,historical,MPI-ESM1-2-LR
1879,tas,14.937196,historical,MPI-ESM1-2-LR
1880,tas,15.049771,historical,MPI-ESM1-2-LR
1881,tas,14.748894,historical,MPI-ESM1-2-LR
1882,tas,14.918773,historical,MPI-ESM1-2-LR
1883,tas,14.840011,historical,MPI-ESM1-2-LR
1884,tas,14.56831,historical,MPI-ESM1-2-LR
1885,tas,14.593448,historical,MPI-ESM1-2-LR
1886,tas,14.850649,historical,MPI-ESM1-2-LR
1887,tas,14.584578,historical,MPI-ESM1-2-LR
1888,tas,14.756364,historical,MPI-ESM1-2-LR
1889,tas,15.295438,historical,MPI-ESM1-2-LR
1890,tas,15.113881,historical,MPI-ESM1-2-LR
1891,tas,14.907378,historical,MPI-ESM1-2-LR
1892,tas,14.780205,historical,MPI-ESM1-2-LR
1893,tas,15.054854,historical,MPI-ESM1-2-LR
1894,tas,14.989127,historical,MPI-ESM1-2-LR
1895,tas,14.810547,historical,MPI-ESM1-2-LR
1896,tas,14.864484,historical,MPI-ESM1-2-LR
1897,tas,15.321374,historical,MPI-ESM1-2-LR
1898,tas,14.89211,historical,MPI-ESM1-2-LR
1899,tas,14.81348,historical,MPI-ESM1-2-LR
1900,tas,14.879794,historical,MPI-ESM1-2-LR
1901,tas,14.868778,historical,MPI-ESM1-2-LR
1902,tas,14.945682,historical,MPI-ESM1-2-LR
1903,tas,14.613155,historical,MPI-ESM1-2-LR
1904,tas,14.904407,historical,MPI-ESM1-2-LR
1905,tas,15.044809,historical,MPI-ESM1-2-LR
1906,tas,15.048194,historical,MPI-ESM1-2-LR
1907,tas,14.78624,historical,MPI-ESM1-2-LR
1908,tas,14.984673,historical,MPI-ESM1-2-LR
1909,tas,14.733376,historical,MPI-ESM1-2-LR
1910,tas,14.924796,historical,MPI-ESM1-2-LR
