year,variable,value,scenario,model
1850,tas,15.275048,historical,MPI-ESM1-2-LR
1851,tas,15.338717,historical,MPI-ESM1-2-LR
1852,tas,15.215841,historical,MPI-ESM1-2-LR
1853,tas,15.588969,historical,MPI-ESM1-2-LR
1854,tas,15.398233,historical,MPI-ESM1-2-LR
1855,tas,15.267738,historical,MPI-ESM1-2-LR
1856,tas,15.247738,historical,MPI-ESM1-2-LR
1857,tas,15.281821,historical,MPI-ESM1-2-LR
1858,tas,15.483981,historical,MPI-ESM1-2-LR
1859,tas,15.503146,historical,MPI-ESM1-2-LR
1860,tas,15.133779,historical,MPI-ESM1-2-LR
1861,tas,15.418309,historical,MPI-ESM1-2-LR
1862,tas,15.285072,historical,MPI-ESM1-2-LR
1863,tas,15.196278,historical,MPI-ESM1-2-LR
1864,tas,15.593258,historical,MPI-ESM1-2-LR
1865,tas,15.549612,historical,MPI-ESM1-2-LR
1866,tas,15.300244,historical,MPI-ESM1-2-LR
1867,tas,15.31957,historical,MPI-ESM1-2-LR
1868,tas,15.259671,historical,MPI-ESM1-2-LR
1869,tas,15.352182,historical,MPI-ESM1-2-LR
1870,tas,15.442673,historical,MPI-ESM1-2-LR
1871,tas,15.415942,historical,MPI-ESM1-2-LR
1872,tas,15.41133,historical,MPI-ESM1-2-LR
1873,tas,15.317647,historical,MPI-ESM1-2-LR
1874,tas,15.052489,historical,MPI-ESM1-2-LR
1875,tas,15.174825,historical,MPI-ESM1-2-LR
1876,tas,15.421317,historical,MPI-ESM1-2-LR
1877,tas,15.10504,historical,MPI-ESM1-2-LR
1878,tas,15.358722,historical,MPI-ESM1-2-LR
1879,tas,15.470594,historical,MPI-ESM1-2-LR
1880,tas,15.438566,historical,MPI-ESM1-2-LR
1881,tas,15.120023,historical,MPI-ESM1-2-LR
1882,tas,15.268229,historical,MPI-ESM1-2-LR
1883,tas,15.323486,historical,MPI-ESM1-2-LR
1884,tas,15.023982,historical,MPI-ESM1-2-LR
1885,tas,14.927524,historical,MPI-ESM1-2-LR
1886,tas,15.14391,historical,MPI-ESM1-2-LR
1887,tas,15.112025,historical,MPI-ESM1-2-LR
1888,tas,15.329061,historical,MPI-ESM1-2-LR
1889,tas,15.505762,historical,MPI-ESM1-2-LR
1890,tas,15.795665,historical,MPI-ESM1-2-LR
1891,tas,15.26878,historical,MPI-ESM1-2-LR
1892,tas,15.151724,historical,MPI-ESM1-2-LR
1893,tas,15.482746,historical,MPI-ESM1-2-LR
1894,tas,15.309468,historical,MPI-ESM1-2-LR
1895,tas,15.210448,historical,MPI-ESM1-2-LR
1896,tas,15.474281,historical,MPI-ESM1-2-LR
1897,tas,15.454887,historical,MPI-ESM1-2-LR
1898,tas,15.35274,historical,MPI-ESM1-2-LR
1899,tas,15.326146,historical,MPI-ESM1-2-LR
1900,tas,15.133723,historical,MPI-ESM1-2-LR
1901,tas,15.249642,historical,MPI-ESM1-2-LR
1902,tas,15.450224,historical,MPI-ESM1-2-LR
1903,tas,15.054061,historical,MPI-ESM1-2-LR
1904,tas,15.169202,historical,MPI-ESM1-2-LR
1905,tas,15.277232,historical,MPI-ESM1-2-LR
1906,tas,15.261675,historical,MPI-ESM1-2-LR
1907,tas,15.196479,historical,MPI-ESM1-2-LR
1908,tas,15.319992,historical,MPI-ESM1-2-LR
1909,tas,15.177203,historical,MPI-ESM1-2-LR
