year,variable,value,scenario,model
1850,tas,15.301848,historical,MPI-ESM1-2-LR
1851,tas,15.261963,historical,MPI-ESM1-2-LR
1852,tas,15.3604,historical,MPI-ESM1-2-LR
1853,tas,15.688894,historical,MPI-ESM1-2-LR
1854,tas,15.659922,historical,MPI-ESM1-2-LR
1855,tas,15.383677,historical,MPI-ESM1-2-LR
1856,tas,15.277645,historical,MPI-ESM1-2-LR
1857,tas,15.356188,historical,MPI-ESM1-2-LR
1858,tas,15.34062,historical,MPI-ESM1-2-LR
1859,tas,15.394481,historical,MPI-ESM1-2-LR
1860,tas,15.392497,historical,MPI-ESM1-2-LR
1861,tas,15.547067,historical,MPI-ESM1-2-LR
1862,tas,15.251438,historical,MPI-ESM1-2-LR
1863,tas,15.222103,historical,MPI-ESM1-2-LR
1864,tas,15.454845,historical,MPI-ESM1-2-LR
1865,tas,15.509316,historical,MPI-ESM1-2-LR
1866,tas,15.366209,historical,MPI-ESM1-2-LR
1867,tas,15.326526,historical,MPI-ESM1-2-LR
1868,tas,15.280192,historical,MPI-ESM1-2-LR
1869,tas,15.359198,historical,MPI-ESM1-2-LR
1870,tas,15.640403,historical,MPI-ESM1-2-LR
1871,tas,15.460629,historical,MPI-ESM1-2-LR
1872,tas,15.437907,historical,MPI-ESM1-2-LR
1873,tas,15.418643,historical,MPI-ESM1-2-LR
1874,tas,15.102497,historical,MPI-ESM1-2-LR
1875,tas,15.118308,historical,MPI-ESM1-2-LR
1876,tas,15.433997,historical,MPI-ESM1-2-LR
1877,tas,14.984653,historical,MPI-ESM1-2-LR
1878,tas,15.370179,historical,MPI-ESM1-2-LR
1879,tas,15.538135,historical,MPI-ESM1-2-LR
1880,tas,15.502639,historical,MPI-ESM1-2-LR
1881,tas,15.173487,historical,MPI-ESM1-2-LR
1882,tas,15.297842,historical,MPI-ESM1-2-LR
1883,tas,15.410956,historical,MPI-ESM1-2-LR
1884,tas,15.147035,historical,MPI-ESM1-2-LR
1885,tas,14.919278,historical,MPI-ESM1-2-LR
1886,tas,15.113363,historical,MPI-ESM1-2-LR
1887,tas,15.276051,historical,MPI-ESM1-2-LR
1888,tas,15.373718,historical,MPI-ESM1-2-LR
1889,tas,15.767238,historical,MPI-ESM1-2-LR
1890,tas,15.809815,historical,MPI-ESM1-2-LR
1891,tas,15.550226,historical,MPI-ESM1-2-LR
1892,tas,15.298066,historical,MPI-ESM1-2-LR
1893,tas,15.453627,historical,MPI-ESM1-2-LR
1894,tas,15.47123,historical,MPI-ESM1-2-LR
1895,tas,15.418602,historical,MPI-ESM1-2-LR
1896,tas,15.539683,historical,MPI-ESM1-2-LR
1897,tas,15.524902,historical,MPI-ESM1-2-LR
1898,tas,15.359655,historical,MPI-ESM1-2-LR
1899,tas,15.471787,historical,MPI-ESM1-2-LR
1900,tas,15.206493,historical,MPI-ESM1-2-LR
1901,tas,15.316982,historical,MPI-ESM1-2-LR
1902,tas,15.598286,historical,MPI-ESM1-2-LR
1903,tas,15.119167,historical,MPI-ESM1-2-LR
1904,tas,15.372941,historical,MPI-ESM1-2-LR
1905,tas,15.536409,historical,MPI-ESM1-2-LR
1906,tas,15.269014,historical,MPI-ESM1-2-LR
1907,tas,15.49929,historical,MPI-ESM1-2-LR
1908,tas,15.329577,historical,MPI-ESM1-2-LR
1909,tas,15.274747,historical,MPI-ESM1-2-LR
1910,tas,15.487279,historical,MPI-ESM1-2-LR
1911,tas,15.836929,historical,MPI-ESM1-2-LR
1912,tas,15.427069,historical,MPI-ESM1-2-LR
1913,tas,15.449203,historical,MPI-ESM1-2-LR
1914,tas,15.636908,historical,MPI-ESM1-2-LR
1915,tas,15.425358,historical,MPI-ESM1-2-LR
1916,tas,15.332153,historical,MPI-ESM1-2-LR
