year,variable,value,scenario,model
1850,tas,12.46409,historical,MPI-ESM1-2-LR
1851,tas,12.538972,historical,MPI-ESM1-2-LR
1852,tas,12.528487,historical,MPI-ESM1-2-LR
1853,tas,13.002906,historical,MPI-ESM1-2-LR
1854,tas,12.881141,historical,MPI-ESM1-2-LR
1855,tas,12.644572,historical,MPI-ESM1-2-LR
1856,tas,12.554967,historical,MPI-ESM1-2-LR
1857,tas,12.392764,historical,MPI-ESM1-2-LR
1858,tas,12.645823,historical,MPI-ESM1-2-LR
1859,tas,12.64983,historical,MPI-ESM1-2-LR
1860,tas,12.562674,historical,MPI-ESM1-2-LR
1861,tas,12.800644,historical,MPI-ESM1-2-LR
1862,tas,12.722821,historical,MPI-ESM1-2-LR
1863,tas,12.39586,historical,MPI-ESM1-2-LR
1864,tas,13.034051,historical,MPI-ESM1-2-LR
1865,tas,12.921624,historical,MPI-ESM1-2-LR
1866,tas,12.663306,historical,MPI-ESM1-2-LR
1867,tas,12.910062,historical,MPI-ESM1-2-LR
1868,tas,12.761298,historical,MPI-ESM1-2-LR
1869,tas,12.765712,historical,MPI-ESM1-2-LR
1870,tas,12.873918,historical,MPI-ESM1-2-LR
1871,tas,12.733267,historical,MPI-ESM1-2-LR
1872,tas,12.727396,historical,MPI-ESM1-2-LR
1873,tas,12.83052,historical,MPI-ESM1-2-LR
1874,tas,12.802058,historical,MPI-ESM1-2-LR
1875,tas,12.328674,historical,MPI-ESM1-2-LR
1876,tas,12.519958,historical,MPI-ESM1-2-LR
1877,tas,12.590453,historical,MPI-ESM1-2-LR
1878,tas,12.533091,historical,MPI-ESM1-2-LR
1879,tas,12.28354,historical,MPI-ESM1-2-LR
1880,tas,12.698208,historical,MPI-ESM1-2-LR
1881,tas,12.550495,historical,MPI-ESM1-2-LR
1882,tas,12.499673,historical,MPI-ESM1-2-LR
1883,tas,12.842577,historical,MPI-ESM1-2-LR
1884,tas,12.655545,historical,MPI-ESM1-2-LR
1885,tas,12.265683,historical,MPI-ESM1-2-LR
1886,tas,12.827156,historical,MPI-ESM1-2-LR
1887,tas,12.181406,historical,MPI-ESM1-2-LR
1888,tas,12.503953,historical,MPI-ESM1-2-LR
1889,tas,12.670523,historical,MPI-ESM1-2-LR
1890,tas,12.839605,historical,MPI-ESM1-2-LR
1891,tas,12.239177,historical,MPI-ESM1-2-LR
1892,tas,12.246553,historical,MPI-ESM1-2-LR
1893,tas,12.916738,historical,MPI-ESM1-2-LR
1894,tas,12.718978,historical,MPI-ESM1-2-LR
1895,tas,12.188259,historical,MPI-ESM1-2-LR
1896,tas,12.761813,historical,MPI-ESM1-2-LR
1897,tas,12.936461,historical,MPI-ESM1-2-LR
1898,tas,12.919262,historical,MPI-ESM1-2-LR
1899,tas,12.541838,historical,MPI-ESM1-2-LR
1900,tas,12.704339,historical,MPI-ESM1-2-LR
1901,tas,12.722892,historical,MPI-ESM1-2-LR
1902,tas,12.490076,historical,MPI-ESM1-2-LR
1903,tas,12.325477,historical,MPI-ESM1-2-LR
1904,tas,12.496822,historical,MPI-ESM1-2-LR
1905,tas,12.80847,historical,MPI-ESM1-2-LR
1906,tas,12.828711,historical,MPI-ESM1-2-LR
1907,tas,12.791567,historical,MPI-ESM1-2-LR
1908,tas,12.702294,historical,MPI-ESM1-2-LR
1909,tas,12.663539,historical,MPI-ESM1-2-LR
1910,tas,12.412708,historical,MPI-ESM1-2-LR
1911,tas,12.51014,historical,MPI-ESM1-2-LR
1912,tas,12.713921,historical,MPI-ESM1-2-LR
1913,tas,12.61336,historical,MPI-ESM1-2-LR
1914,tas,12.97083,historical,MPI-ESM1-2-LR
1915,tas,12.85965,historical,MPI-ESM1-2-LR
1916,tas,12.728148,historical,MPI-ESM1-2-LR
1917,tas,12.639235,historical,MPI-ESM1-2-LR
1918,tas,12.460588,historical,MPI-ESM1-2-LR
1919,tas,12.853171,historical,MPI-ESM1-2-LR
1920,tas,12.627431,historical,MPI-ESM1-2-LR
1921,tas,12.885572,historical,MPI-ESM1-2-LR
1922,tas,12.572612,historical,MPI-ESM1-2-LR
1923,tas,12.850715,historical,MPI-ESM1-2-LR
1924,tas,13.163018,historical,MPI-ESM1-2-LR
1925,tas,12.632549,historical,MPI-ESM1-2-LR
1926,tas,12.726332,historical,MPI-ESM1-2-LR
1927,tas,12.911895,historical,MPI-ESM1-2-LR
1928,tas,13.123522,historical,MPI-ESM1-2-LR
1929,tas,13.178877,historical,MPI-ESM1-2-LR
1930,tas,12.702794,historical,MPI-ESM1-2-LR
1931,tas,12.893413,historical,MPI-ESM1-2-LR
1932,tas,12.720557,historical,MPI-ESM1-2-LR
1933,tas,12.616814,historical,MPI-ESM1-2-LR
1934,tas,12.672848,historical,MPI-ESM1-2-LR
1935,tas,13.044265,historical,MPI-ESM1-2-LR
1936,tas,12.935629,historical,MPI-ESM1-2-LR
1937,tas,12.980376,historical,MPI-ESM1-2-LR
1938,tas,12.952061,historical,MPI-ESM1-2-LR
1939,tas,12.681134,historical,MPI-ESM1-2-LR
1940,tas,12.852098,historical,MPI-ESM1-2-LR
1941,tas,13.04389,historical,MPI-ESM1-2-LR
1942,tas,12.842576,historical,MPI-ESM1-2-LR
1943,tas,13.069712,historical,MPI-ESM1-2-LR
1944,tas,12.602924,historical,MPI-ESM1-2-LR
1945,tas,12.97517,historical,MPI-ESM1-2-LR
1946,tas,13.321163,historical,MPI-ESM1-2-LR
1947,tas,13.245822,historical,MPI-ESM1-2-LR
1948,tas,13.046623,historical,MPI-ESM1-2-LR
1949,tas,12.58671,historical,MPI-ESM1-2-LR
1950,tas,13.166856,historical,MPI-ESM1-2-LR
1951,tas,13.25275,historical,MPI-ESM1-2-LR
1952,tas,13.084839,historical,MPI-ESM1-2-LR
1953,tas,13.31236,historical,MPI-ESM1-2-LR
1954,tas,12.744211,historical,MPI-ESM1-2-LR
1955,tas,12.73439,historical,MPI-ESM1-2-LR
1956,tas,12.910688,historical,MPI-ESM1-2-LR
1957,tas,12.650001,historical,MPI-ESM1-2-LR
1958,tas,12.771064,historical,MPI-ESM1-2-LR
1959,tas,13.054756,historical,MPI-ESM1-2-LR
1960,tas,12.941237,historical,MPI-ESM1-2-LR
1961,tas,13.327802,historical,MPI-ESM1-2-LR
1962,tas,13.042936,historical,MPI-ESM1-2-LR
1963,tas,12.733898,historical,MPI-ESM1-2-LR
1964,tas,12.867252,historical,MPI-ESM1-2-LR
1965,tas,12.738129,historical,MPI-ESM1-2-LR
1966,tas,12.989198,historical,MPI-ESM1-2-LR
1967,tas,12.633731,historical,MPI-ESM1-2-LR
1968,tas,13.015552,historical,MPI-ESM1-2-LR
1969,tas,13.043779,historical,MPI-ESM1-2-LR
1970,tas,12.310413,historical,MPI-ESM1-2-LR
1971,tas,12.951012,historical,MPI-ESM1-2-LR
1972,tas,12.799063,historical,MPI-ESM1-2-LR
1973,tas,13.162524,historical,MPI-ESM1-2-LR
1974,tas,13.062464,historical,MPI-ESM1-2-LR
1975,tas,12.83403,historical,MPI-ESM1-2-LR
1976,tas,12.792601,historical,MPI-ESM1-2-LR
1977,tas,12.685925,historical,MPI-ESM1-2-LR
1978,tas,12.952359,historical,MPI-ESM1-2-LR
1979,tas,13.078449,historical,MPI-ESM1-2-LR
1980,tas,13.146529,historical,MPI-ESM1-2-LR
1981,tas,12.986044,historical,MPI-ESM1-2-LR
1982,tas,12.821167,historical,MPI-ESM1-2-LR
1983,tas,12.810975,historical,MPI-ESM1-2-LR
1984,tas,13.32617,historical,MPI-ESM1-2-LR
1985,tas,13.355183,historical,MPI-ESM1-2-LR
1986,tas,13.349089,historical,MPI-ESM1-2-LR
1987,tas,12.989807,historical,MPI-ESM1-2-LR
1988,tas,13.140182,historical,MPI-ESM1-2-LR
1989,tas,13.159056,historical,MPI-ESM1-2-LR
1990,tas,13.650562,historical,MPI-ESM1-2-LR
1991,tas,13.240267,historical,MPI-ESM1-2-LR
1992,tas,13.237716,historical,MPI-ESM1-2-LR
1993,tas,13.284482,historical,MPI-ESM1-2-LR
1994,tas,13.172984,historical,MPI-ESM1-2-LR
1995,tas,12.738236,historical,MPI-ESM1-2-LR
1996,tas,13.475509,historical,MPI-ESM1-2-LR
1997,tas,13.574559,historical,MPI-ESM1-2-LR
1998,tas,13.440174,historical,MPI-ESM1-2-LR
1999,tas,13.518566,historical,MPI-ESM1-2-LR
2000,tas,13.683573,historical,MPI-ESM1-2-LR
2001,tas,13.35332,historical,MPI-ESM1-2-LR
