year,variable,value,scenario,model
1850,tas,13.711324,historical,MPI-ESM1-2-LR
1851,tas,13.699163,historical,MPI-ESM1-2-LR
1852,tas,13.669433,historical,MPI-ESM1-2-LR
1853,tas,13.939755,historical,MPI-ESM1-2-LR
1854,tas,13.773121,historical,MPI-ESM1-2-LR
1855,tas,13.685404,historical,MPI-ESM1-2-LR
1856,tas,13.610759,historical,MPI-ESM1-2-LR
1857,tas,13.729932,historical,MPI-ESM1-2-LR
1858,tas,13.767278,historical,MPI-ESM1-2-LR
1859,tas,13.820168,historical,MPI-ESM1-2-LR
1860,tas,13.634309,historical,MPI-ESM1-2-LR
1861,tas,13.926592,historical,MPI-ESM1-2-LR
1862,tas,13.808488,historical,MPI-ESM1-2-LR
1863,tas,13.430202,historical,MPI-ESM1-2-LR
1864,tas,13.928214,historical,MPI-ESM1-2-LR
1865,tas,13.957651,historical,MPI-ESM1-2-LR
1866,tas,13.666188,historical,MPI-ESM1-2-LR
1867,tas,13.908205,historical,MPI-ESM1-2-LR
1868,tas,13.7952,historical,MPI-ESM1-2-LR
1869,tas,13.577373,historical,MPI-ESM1-2-LR
1870,tas,14.181106,historical,MPI-ESM1-2-LR
1871,tas,13.857103,historical,MPI-ESM1-2-LR
1872,tas,13.972661,historical,MPI-ESM1-2-LR
1873,tas,13.613073,historical,MPI-ESM1-2-LR
1874,tas,13.666685,historical,MPI-ESM1-2-LR
1875,tas,13.661149,historical,MPI-ESM1-2-LR
1876,tas,13.685857,historical,MPI-ESM1-2-LR
1877,tas,13.589125,historical,MPI-ESM1-2-LR
1878,tas,13.845395,historical,MPI-ESM1-2-LR
1879,tas,13.787137,historical,MPI-ESM1-2-LR
1880,tas,13.77013,historical,MPI-ESM1-2-LR
1881,tas,13.625034,historical,MPI-ESM1-2-LR
1882,tas,13.521495,historical,MPI-ESM1-2-LR
1883,tas,13.937729,historical,MPI-ESM1-2-LR
1884,tas,13.259482,historical,MPI-ESM1-2-LR
1885,tas,13.541456,historical,MPI-ESM1-2-LR
1886,tas,13.604481,historical,MPI-ESM1-2-LR
1887,tas,13.442725,historical,MPI-ESM1-2-LR
1888,tas,13.751486,historical,MPI-ESM1-2-LR
1889,tas,13.998603,historical,MPI-ESM1-2-LR
1890,tas,13.743446,historical,MPI-ESM1-2-LR
1891,tas,13.988322,historical,MPI-ESM1-2-LR
1892,tas,13.739163,historical,MPI-ESM1-2-LR
1893,tas,13.883563,historical,MPI-ESM1-2-LR
1894,tas,13.667513,historical,MPI-ESM1-2-LR
1895,tas,13.815389,historical,MPI-ESM1-2-LR
1896,tas,13.80211,historical,MPI-ESM1-2-LR
1897,tas,13.914301,historical,MPI-ESM1-2-LR
1898,tas,13.769196,historical,MPI-ESM1-2-LR
1899,tas,13.81329,historical,MPI-ESM1-2-LR
1900,tas,13.542039,historical,MPI-ESM1-2-LR
1901,tas,13.696555,historical,MPI-ESM1-2-LR
1902,tas,13.800666,historical,MPI-ESM1-2-LR
1903,tas,13.261202,historical,MPI-ESM1-2-LR
1904,tas,13.819151,historical,MPI-ESM1-2-LR
1905,tas,13.60494,historical,MPI-ESM1-2-LR
1906,tas,13.958887,historical,MPI-ESM1-2-LR
1907,tas,13.728589,historical,MPI-ESM1-2-LR
1908,tas,13.835873,historical,MPI-ESM1-2-LR
1909,tas,13.739254,historical,MPI-ESM1-2-LR
1910,tas,13.50017,historical,MPI-ESM1-2-LR
1911,tas,13.763776,historical,MPI-ESM1-2-LR
1912,tas,13.793475,historical,MPI-ESM1-2-LR
1913,tas,13.941297,historical,MPI-ESM1-2-LR
1914,tas,13.854496,historical,MPI-ESM1-2-LR
1915,tas,13.77924,historical,MPI-ESM1-2-LR
1916,tas,13.57765,historical,MPI-ESM1-2-LR
1917,tas,13.589256,historical,MPI-ESM1-2-LR
1918,tas,13.518838,historical,MPI-ESM1-2-LR
1919,tas,13.490024,historical,MPI-ESM1-2-LR
1920,tas,13.90349,historical,MPI-ESM1-2-LR
1921,tas,14.029443,historical,MPI-ESM1-2-LR
1922,tas,13.76128,historical,MPI-ESM1-2-LR
1923,tas,14.008885,historical,MPI-ESM1-2-LR
1924,tas,13.865635,historical,MPI-ESM1-2-LR
1925,tas,13.736143,historical,MPI-ESM1-2-LR
1926,tas,13.789846,historical,MPI-ESM1-2-LR
1927,tas,14.071265,historical,MPI-ESM1-2-LR
1928,tas,14.271082,historical,MPI-ESM1-2-LR
1929,tas,14.035664,historical,MPI-ESM1-2-LR
1930,tas,14.011051,historical,MPI-ESM1-2-LR
1931,tas,14.041849,historical,MPI-ESM1-2-LR
1932,tas,13.804419,historical,MPI-ESM1-2-LR
1933,tas,14.026354,historical,MPI-ESM1-2-LR
1934,tas,14.14569,historical,MPI-ESM1-2-LR
1935,tas,14.162143,historical,MPI-ESM1-2-LR
1936,tas,13.998855,historical,MPI-ESM1-2-LR
1937,tas,13.79521,historical,MPI-ESM1-2-LR
1938,tas,13.966933,historical,MPI-ESM1-2-LR
1939,tas,13.810738,historical,MPI-ESM1-2-LR
1940,tas,14.066484,historical,MPI-ESM1-2-LR
1941,tas,14.120545,historical,MPI-ESM1-2-LR
1942,tas,14.145351,historical,MPI-ESM1-2-LR
1943,tas,14.347238,historical,MPI-ESM1-2-LR
1944,tas,14.139765,historical,MPI-ESM1-2-LR
1945,tas,14.133353,historical,MPI-ESM1-2-LR
1946,tas,14.20875,historical,MPI-ESM1-2-LR
1947,tas,14.120661,historical,MPI-ESM1-2-LR
1948,tas,14.087212,historical,MPI-ESM1-2-LR
1949,tas,13.98686,historical,MPI-ESM1-2-LR
1950,tas,13.799436,historical,MPI-ESM1-2-LR
1951,tas,14.241259,historical,MPI-ESM1-2-LR
1952,tas,14.309421,historical,MPI-ESM1-2-LR
1953,tas,14.176575,historical,MPI-ESM1-2-LR
1954,tas,14.069164,historical,MPI-ESM1-2-LR
1955,tas,14.073543,historical,MPI-ESM1-2-LR
1956,tas,13.937434,historical,MPI-ESM1-2-LR
1957,tas,13.884218,historical,MPI-ESM1-2-LR
1958,tas,13.823763,historical,MPI-ESM1-2-LR
1959,tas,14.058447,historical,MPI-ESM1-2-LR
1960,tas,14.056715,historical,MPI-ESM1-2-LR
1961,tas,14.447211,historical,MPI-ESM1-2-LR
1962,tas,14.11841,historical,MPI-ESM1-2-LR
1963,tas,13.795204,historical,MPI-ESM1-2-LR
1964,tas,13.751025,historical,MPI-ESM1-2-LR
1965,tas,13.734672,historical,MPI-ESM1-2-LR
1966,tas,14.059492,historical,MPI-ESM1-2-LR
1967,tas,14.049215,historical,MPI-ESM1-2-LR
1968,tas,13.900384,historical,MPI-ESM1-2-LR
1969,tas,13.938534,historical,MPI-ESM1-2-LR
1970,tas,13.838796,historical,MPI-ESM1-2-LR
1971,tas,13.780834,historical,MPI-ESM1-2-LR
1972,tas,13.906307,historical,MPI-ESM1-2-LR
1973,tas,14.101866,historical,MPI-ESM1-2-LR
1974,tas,14.037297,historical,MPI-ESM1-2-LR
1975,tas,14.016659,historical,MPI-ESM1-2-LR
1976,tas,13.62311,historical,MPI-ESM1-2-LR
