year,variable,value,scenario,model
1850,tas,13.181463,historical,MPI-ESM1-2-LR
1851,tas,13.03305,historical,MPI-ESM1-2-LR
1852,tas,12.920063,historical,MPI-ESM1-2-LR
1853,tas,13.249272,historical,MPI-ESM1-2-LR
1854,tas,13.012405,historical,MPI-ESM1-2-LR
1855,tas,13.014239,historical,MPI-ESM1-2-LR
1856,tas,12.973735,historical,MPI-ESM1-2-LR
1857,tas,13.052496,historical,MPI-ESM1-2-LR
1858,tas,12.959919,historical,MPI-ESM1-2-LR
1859,tas,13.09648,historical,MPI-ESM1-2-LR
1860,tas,13.037258,historical,MPI-ESM1-2-LR
1861,tas,13.171654,historical,MPI-ESM1-2-LR
1862,tas,12.978678,historical,MPI-ESM1-2-LR
1863,tas,13.145384,historical,MPI-ESM1-2-LR
1864,tas,13.060159,historical,MPI-ESM1-2-LR
1865,tas,13.238428,historical,MPI-ESM1-2-LR
1866,tas,13.16423,historical,MPI-ESM1-2-LR
1867,tas,12.855625,historical,MPI-ESM1-2-LR
1868,tas,12.902045,historical,MPI-ESM1-2-LR
1869,tas,13.02939,historical,MPI-ESM1-2-LR
1870,tas,13.041218,historical,MPI-ESM1-2-LR
1871,tas,12.901616,historical,MPI-ESM1-2-LR
1872,tas,12.877793,historical,MPI-ESM1-2-LR
1873,tas,13.134451,historical,MPI-ESM1-2-LR
1874,tas,12.802963,historical,MPI-ESM1-2-LR
1875,tas,12.873918,historical,MPI-ESM1-2-LR
1876,tas,12.744336,historical,MPI-ESM1-2-LR
1877,tas,12.973131,historical,MPI-ESM1-2-LR
1878,tas,12.998692,historical,MPI-ESM1-2-LR
1879,tas,13.047946,historical,MPI-ESM1-2-LR
1880,tas,13.040053,historical,MPI-ESM1-2-LR
1881,tas,12.916514,historical,MPI-ESM1-2-LR
1882,tas,12.97981,historical,MPI-ESM1-2-LR
1883,tas,12.935923,historical,MPI-ESM1-2-LR
1884,tas,12.3645,historical,MPI-ESM1-2-LR
1885,tas,12.688605,historical,MPI-ESM1-2-LR
1886,tas,12.873673,historical,MPI-ESM1-2-LR
1887,tas,12.791074,historical,MPI-ESM1-2-LR
1888,tas,13.20244,historical,MPI-ESM1-2-LR
1889,tas,13.328898,historical,MPI-ESM1-2-LR
1890,tas,13.139791,historical,MPI-ESM1-2-LR
1891,tas,12.874643,historical,MPI-ESM1-2-LR
1892,tas,12.782697,historical,MPI-ESM1-2-LR
1893,tas,13.127288,historical,MPI-ESM1-2-LR
1894,tas,12.866656,historical,MPI-ESM1-2-LR
1895,tas,12.877782,historical,MPI-ESM1-2-LR
1896,tas,13.10774,historical,MPI-ESM1-2-LR
1897,tas,13.055427,historical,MPI-ESM1-2-LR
1898,tas,13.006368,historical,MPI-ESM1-2-LR
1899,tas,13.000208,historical,MPI-ESM1-2-LR
1900,tas,13.036604,historical,MPI-ESM1-2-LR
1901,tas,13.140671,historical,MPI-ESM1-2-LR
1902,tas,13.061158,historical,MPI-ESM1-2-LR
1903,tas,12.923702,historical,MPI-ESM1-2-LR
1904,tas,12.952471,historical,MPI-ESM1-2-LR
1905,tas,13.261544,historical,MPI-ESM1-2-LR
1906,tas,12.87437,historical,MPI-ESM1-2-LR
1907,tas,12.873578,historical,MPI-ESM1-2-LR
1908,tas,12.825232,historical,MPI-ESM1-2-LR
1909,tas,13.031679,historical,MPI-ESM1-2-LR
1910,tas,12.962627,historical,MPI-ESM1-2-LR
1911,tas,13.094147,historical,MPI-ESM1-2-LR
1912,tas,12.826932,historical,MPI-ESM1-2-LR
1913,tas,13.420164,historical,MPI-ESM1-2-LR
1914,tas,13.086312,historical,MPI-ESM1-2-LR
1915,tas,13.126619,historical,MPI-ESM1-2-LR
1916,tas,12.785068,historical,MPI-ESM1-2-LR
1917,tas,12.735417,historical,MPI-ESM1-2-LR
1918,tas,12.689698,historical,MPI-ESM1-2-LR
1919,tas,12.845466,historical,MPI-ESM1-2-LR
1920,tas,13.270354,historical,MPI-ESM1-2-LR
1921,tas,13.076075,historical,MPI-ESM1-2-LR
1922,tas,13.16899,historical,MPI-ESM1-2-LR
1923,tas,13.289672,historical,MPI-ESM1-2-LR
1924,tas,13.190151,historical,MPI-ESM1-2-LR
1925,tas,13.223335,historical,MPI-ESM1-2-LR
1926,tas,13.15298,historical,MPI-ESM1-2-LR
1927,tas,13.315188,historical,MPI-ESM1-2-LR
1928,tas,13.499425,historical,MPI-ESM1-2-LR
1929,tas,13.301445,historical,MPI-ESM1-2-LR
1930,tas,13.258229,historical,MPI-ESM1-2-LR
1931,tas,13.172916,historical,MPI-ESM1-2-LR
1932,tas,13.064589,historical,MPI-ESM1-2-LR
1933,tas,13.21013,historical,MPI-ESM1-2-LR
1934,tas,13.246926,historical,MPI-ESM1-2-LR
1935,tas,13.264558,historical,MPI-ESM1-2-LR
1936,tas,13.014246,historical,MPI-ESM1-2-LR
1937,tas,13.601163,historical,MPI-ESM1-2-LR
1938,tas,13.217718,historical,MPI-ESM1-2-LR
1939,tas,13.163173,historical,MPI-ESM1-2-LR
1940,tas,13.181251,historical,MPI-ESM1-2-LR
1941,tas,13.328879,historical,MPI-ESM1-2-LR
1942,tas,13.818522,historical,MPI-ESM1-2-LR
1943,tas,13.345476,historical,MPI-ESM1-2-LR
1944,tas,13.048139,historical,MPI-ESM1-2-LR
1945,tas,13.46282,historical,MPI-ESM1-2-LR
1946,tas,13.542442,historical,MPI-ESM1-2-LR
1947,tas,13.259697,historical,MPI-ESM1-2-LR
1948,tas,13.040948,historical,MPI-ESM1-2-LR
1949,tas,13.221984,historical,MPI-ESM1-2-LR
1950,tas,13.292834,historical,MPI-ESM1-2-LR
1951,tas,13.393024,historical,MPI-ESM1-2-LR
1952,tas,13.650497,historical,MPI-ESM1-2-LR
1953,tas,13.396512,historical,MPI-ESM1-2-LR
1954,tas,13.238977,historical,MPI-ESM1-2-LR
1955,tas,13.314926,historical,MPI-ESM1-2-LR
1956,tas,13.10563,historical,MPI-ESM1-2-LR
1957,tas,12.996498,historical,MPI-ESM1-2-LR
1958,tas,13.147423,historical,MPI-ESM1-2-LR
1959,tas,13.312134,historical,MPI-ESM1-2-LR
1960,tas,13.520063,historical,MPI-ESM1-2-LR
1961,tas,13.127855,historical,MPI-ESM1-2-LR
1962,tas,13.115972,historical,MPI-ESM1-2-LR
1963,tas,12.977664,historical,MPI-ESM1-2-LR
1964,tas,13.003778,historical,MPI-ESM1-2-LR
1965,tas,13.137822,historical,MPI-ESM1-2-LR
1966,tas,13.279995,historical,MPI-ESM1-2-LR
1967,tas,13.578465,historical,MPI-ESM1-2-LR
1968,tas,13.192212,historical,MPI-ESM1-2-LR
1969,tas,13.154733,historical,MPI-ESM1-2-LR
1970,tas,13.324473,historical,MPI-ESM1-2-LR
1971,tas,13.16516,historical,MPI-ESM1-2-LR
1972,tas,13.382537,historical,MPI-ESM1-2-LR
1973,tas,13.597395,historical,MPI-ESM1-2-LR
1974,tas,13.258912,historical,MPI-ESM1-2-LR
1975,tas,12.922061,historical,MPI-ESM1-2-LR
1976,tas,13.179297,historical,MPI-ESM1-2-LR
1977,tas,13.347562,historical,MPI-ESM1-2-LR
1978,tas,13.261512,historical,MPI-ESM1-2-LR
1979,tas,13.417387,historical,MPI-ESM1-2-LR
1980,tas,13.599111,historical,MPI-ESM1-2-LR
1981,tas,13.523427,historical,MPI-ESM1-2-LR
1982,tas,13.307897,historical,MPI-ESM1-2-LR
1983,tas,13.493074,historical,MPI-ESM1-2-LR
1984,tas,13.675228,historical,MPI-ESM1-2-LR
1985,tas,13.646787,historical,MPI-ESM1-2-LR
1986,tas,13.576652,historical,MPI-ESM1-2-LR
1987,tas,13.759944,historical,MPI-ESM1-2-LR
1988,tas,13.508947,historical,MPI-ESM1-2-LR
1989,tas,13.763638,historical,MPI-ESM1-2-LR
1990,tas,13.959903,historical,MPI-ESM1-2-LR
1991,tas,13.410665,historical,MPI-ESM1-2-LR
1992,tas,13.647354,historical,MPI-ESM1-2-LR
1993,tas,13.717126,historical,MPI-ESM1-2-LR
1994,tas,13.423561,historical,MPI-ESM1-2-LR
1995,tas,13.521787,historical,MPI-ESM1-2-LR
1996,tas,13.93386,historical,MPI-ESM1-2-LR
1997,tas,13.801928,historical,MPI-ESM1-2-LR
1998,tas,13.425277,historical,MPI-ESM1-2-LR
1999,tas,13.941341,historical,MPI-ESM1-2-LR
2000,tas,13.764926,historical,MPI-ESM1-2-LR
2001,tas,13.782888,historical,MPI-ESM1-2-LR
2002,tas,14.052821,historical,MPI-ESM1-2-LR
2003,tas,13.635238,historical,MPI-ESM1-2-LR
2004,tas,14.127772,historical,MPI-ESM1-2-LR
2005,tas,13.882775,historical,MPI-ESM1-2-LR
2006,tas,13.936131,historical,MPI-ESM1-2-LR
2007,tas,14.170752,historical,MPI-ESM1-2-LR
2008,tas,14.342438,historical,MPI-ESM1-2-LR
2009,tas,14.120604,historical,MPI-ESM1-2-LR
2010,tas,14.060302,historical,MPI-ESM1-2-LR
2011,tas,14.036445,historical,MPI-ESM1-2-LR
2012,tas,13.71666,historical,MPI-ESM1-2-LR
2013,tas,13.942472,historical,MPI-ESM1-2-LR
2014,tas,14.235723,historical,MPI-ESM1-2-LR
1850,pr,2.70886,historical,MPI-ESM1-2-LR
1851,pr,2.775517,historical,MPI-ESM1-2-LR
1852,pr,2.858274,historical,MPI-ESM1-2-LR
1853,pr,2.780852,historical,MPI-ESM1-2-LR
1854,pr,2.64875,historical,MPI-ESM1-2-LR
1855,pr,2.679226,historical,MPI-ESM1-2-LR
1856,pr,2.572506,historical,MPI-ESM1-2-LR
1857,pr,2.75192,historical,MPI-ESM1-2-LR
1858,pr,2.579131,historical,MPI-ESM1-2-LR
1859,pr,2.789318,historical,MPI-ESM1-2-LR
1860,pr,2.624435,historical,MPI-ESM1-2-LR
1861,pr,2.805657,historical,MPI-ESM1-2-LR
1862,pr,2.596813,historical,MPI-ESM1-2-LR
1863,pr,2.797407,historical,MPI-ESM1-2-LR
1864,pr,2.922008,historical,MPI-ESM1-2-LR
1865,pr,2.776635,historical,MPI-ESM1-2-LR
1866,pr,2.841332,historical,MPI-ESM1-2-LR
1867,pr,2.612253,historical,MPI-ESM1-2-LR
1868,pr,2.632155,historical,MPI-ESM1-2-LR
1869,pr,2.772346,historical,MPI-ESM1-2-LR
1870,pr,2.611194,historical,MPI-ESM1-2-LR
1871,pr,2.80954,historical,MPI-ESM1-2-LR
1872,pr,2.861259,historical,MPI-ESM1-2-LR
1873,pr,2.700263,historical,MPI-ESM1-2-LR
1874,pr,2.719518,historical,MPI-ESM1-2-LR
1875,pr,2.64644,historical,MPI-ESM1-2-LR
1876,pr,2.588933,historical,MPI-ESM1-2-LR
1877,pr,2.752048,historical,MPI-ESM1-2-LR
1878,pr,2.815596,historical,MPI-ESM1-2-LR
1879,pr,2.76855,historical,MPI-ESM1-2-LR
1880,pr,2.651553,historical,MPI-ESM1-2-LR
1881,pr,2.822313,historical,MPI-ESM1-2-LR
1882,pr,2.707848,historical,MPI-ESM1-2-LR
1883,pr,2.690029,historical,MPI-ESM1-2-LR
1884,pr,2.61053,historical,MPI-ESM1-2-LR
1885,pr,2.710482,historical,MPI-ESM1-2-LR
1886,pr,2.788832,historical,MPI-ESM1-2-LR
1887,pr,2.671322,historical,MPI-ESM1-2-LR
1888,pr,2.660215,historical,MPI-ESM1-2-LR
1889,pr,2.773864,historical,MPI-ESM1-2-LR
1890,pr,2.666265,historical,MPI-ESM1-2-LR
1891,pr,2.913782,historical,MPI-ESM1-2-LR
1892,pr,3.00357,historical,MPI-ESM1-2-LR
1893,pr,2.739925,historical,MPI-ESM1-2-LR
1894,pr,2.814752,historical,MPI-ESM1-2-LR
1895,pr,2.7601,historical,MPI-ESM1-2-LR
1896,pr,2.722186,historical,MPI-ESM1-2-LR
1897,pr,2.784664,historical,MPI-ESM1-2-LR
1898,pr,2.795083,historical,MPI-ESM1-2-LR
1899,pr,2.717784,historical,MPI-ESM1-2-LR
1900,pr,2.635673,historical,MPI-ESM1-2-LR
1901,pr,2.846374,historical,MPI-ESM1-2-LR
1902,pr,2.679365,historical,MPI-ESM1-2-LR
1903,pr,2.851881,historical,MPI-ESM1-2-LR
1904,pr,2.757664,historical,MPI-ESM1-2-LR
1905,pr,2.712497,historical,MPI-ESM1-2-LR
1906,pr,2.77956,historical,MPI-ESM1-2-LR
1907,pr,2.948901,historical,MPI-ESM1-2-LR
1908,pr,2.631194,historical,MPI-ESM1-2-LR
1909,pr,2.654349,historical,MPI-ESM1-2-LR
1910,pr,2.741979,historical,MPI-ESM1-2-LR
1911,pr,2.841658,historical,MPI-ESM1-2-LR
1912,pr,2.767395,historical,MPI-ESM1-2-LR
1913,pr,2.619947,historical,MPI-ESM1-2-LR
1914,pr,2.698731,historical,MPI-ESM1-2-LR
1915,pr,2.804837,historical,MPI-ESM1-2-LR
1916,pr,2.496908,historical,MPI-ESM1-2-LR
1917,pr,2.629144,historical,MPI-ESM1-2-LR
1918,pr,2.709144,historical,MPI-ESM1-2-LR
1919,pr,2.657958,historical,MPI-ESM1-2-LR
1920,pr,2.644422,historical,MPI-ESM1-2-LR
1921,pr,2.800176,historical,MPI-ESM1-2-LR
1922,pr,2.775739,historical,MPI-ESM1-2-LR
1923,pr,2.863339,historical,MPI-ESM1-2-LR
1924,pr,2.668697,historical,MPI-ESM1-2-LR
1925,pr,2.663045,historical,MPI-ESM1-2-LR
1926,pr,2.889819,historical,MPI-ESM1-2-LR
1927,pr,2.737255,historical,MPI-ESM1-2-LR
1928,pr,2.78511,historical,MPI-ESM1-2-LR
1929,pr,2.723691,historical,MPI-ESM1-2-LR
1930,pr,2.777211,historical,MPI-ESM1-2-LR
1931,pr,2.784752,historical,MPI-ESM1-2-LR
1932,pr,2.781231,historical,MPI-ESM1-2-LR
1933,pr,2.622517,historical,MPI-ESM1-2-LR
1934,pr,3.105555,historical,MPI-ESM1-2-LR
1935,pr,2.736016,historical,MPI-ESM1-2-LR
1936,pr,2.666866,historical,MPI-ESM1-2-LR
1937,pr,2.663075,historical,MPI-ESM1-2-LR
1938,pr,2.700175,historical,MPI-ESM1-2-LR
1939,pr,2.506612,historical,MPI-ESM1-2-LR
1940,pr,2.663807,historical,MPI-ESM1-2-LR
1941,pr,2.809825,historical,MPI-ESM1-2-LR
1942,pr,3.107375,historical,MPI-ESM1-2-LR
1943,pr,2.885673,historical,MPI-ESM1-2-LR
1944,pr,2.843095,historical,MPI-ESM1-2-LR
1945,pr,2.697821,historical,MPI-ESM1-2-LR
1946,pr,2.813811,historical,MPI-ESM1-2-LR
1947,pr,2.710648,historical,MPI-ESM1-2-LR
1948,pr,2.609974,historical,MPI-ESM1-2-LR
1949,pr,2.576301,historical,MPI-ESM1-2-LR
1950,pr,2.836046,historical,MPI-ESM1-2-LR
1951,pr,2.913812,historical,MPI-ESM1-2-LR
1952,pr,2.75034,historical,MPI-ESM1-2-LR
1953,pr,2.577027,historical,MPI-ESM1-2-LR
1954,pr,2.662012,historical,MPI-ESM1-2-LR
1955,pr,2.658985,historical,MPI-ESM1-2-LR
1956,pr,2.691696,historical,MPI-ESM1-2-LR
1957,pr,2.700512,historical,MPI-ESM1-2-LR
1958,pr,2.79586,historical,MPI-ESM1-2-LR
1959,pr,2.890999,historical,MPI-ESM1-2-LR
1960,pr,2.691147,historical,MPI-ESM1-2-LR
1961,pr,2.768014,historical,MPI-ESM1-2-LR
1962,pr,2.536941,historical,MPI-ESM1-2-LR
1963,pr,2.619212,historical,MPI-ESM1-2-LR
1964,pr,2.740423,historical,MPI-ESM1-2-LR
1965,pr,2.947034,historical,MPI-ESM1-2-LR
1966,pr,2.93849,historical,MPI-ESM1-2-LR
1967,pr,2.688498,historical,MPI-ESM1-2-LR
1968,pr,2.680037,historical,MPI-ESM1-2-LR
1969,pr,2.823347,historical,MPI-ESM1-2-LR
1970,pr,2.670652,historical,MPI-ESM1-2-LR
1971,pr,2.676323,historical,MPI-ESM1-2-LR
1972,pr,2.864945,historical,MPI-ESM1-2-LR
1973,pr,2.754733,historical,MPI-ESM1-2-LR
1974,pr,2.638694,historical,MPI-ESM1-2-LR
1975,pr,2.58936,historical,MPI-ESM1-2-LR
1976,pr,2.869149,historical,MPI-ESM1-2-LR
1977,pr,2.708813,historical,MPI-ESM1-2-LR
1978,pr,2.609796,historical,MPI-ESM1-2-LR
1979,pr,2.647253,historical,MPI-ESM1-2-LR
1980,pr,2.585937,historical,MPI-ESM1-2-LR
1981,pr,2.713878,historical,MPI-ESM1-2-LR
1982,pr,2.739478,historical,MPI-ESM1-2-LR
1983,pr,2.818924,historical,MPI-ESM1-2-LR
1984,pr,2.725455,historical,MPI-ESM1-2-LR
1985,pr,2.586141,historical,MPI-ESM1-2-LR
1986,pr,2.478411,historical,MPI-ESM1-2-LR
1987,pr,2.698353,historical,MPI-ESM1-2-LR
1988,pr,2.609617,historical,MPI-ESM1-2-LR
1989,pr,2.605079,historical,MPI-ESM1-2-LR
1990,pr,2.928347,historical,MPI-ESM1-2-LR
1991,pr,2.719036,historical,MPI-ESM1-2-LR
1992,pr,2.790736,historical,MPI-ESM1-2-LR
1993,pr,2.617758,historical,MPI-ESM1-2-LR
1994,pr,2.495846,historical,MPI-ESM1-2-LR
1995,pr,2.834984,historical,MPI-ESM1-2-LR
1996,pr,2.81954,historical,MPI-ESM1-2-LR
1997,pr,2.673924,historical,MPI-ESM1-2-LR
1998,pr,2.861305,historical,MPI-ESM1-2-LR
1999,pr,2.662464,historical,MPI-ESM1-2-LR
2000,pr,2.764979,historical,MPI-ESM1-2-LR
2001,pr,2.769151,historical,MPI-ESM1-2-LR
2002,pr,2.827526,historical,MPI-ESM1-2-LR
2003,pr,2.708753,historical,MPI-ESM1-2-LR
2004,pr,2.770705,historical,MPI-ESM1-2-LR
2005,pr,2.834782,historical,MPI-ESM1-2-LR
2006,pr,2.824989,historical,MPI-ESM1-2-LR
2007,pr,2.690828,historical,MPI-ESM1-2-LR
2008,pr,2.970786,historical,MPI-ESM1-2-LR
2009,pr,2.56329,historical,MPI-ESM1-2-LR
2010,pr,2.824975,historical,MPI-ESM1-2-LR
2011,pr,2.59193,historical,MPI-ESM1-2-LR
2012,pr,3.013961,historical,MPI-ESM1-2-LR
2013,pr,2.780864,historical,MPI-ESM1-2-LR
2014,pr,2.858788,historical,MPI-ESM1-2-LR
1850,sfcWind,6.180749,historical,MPI-ESM1-2-LR
1851,sfcWind,6.55737,historical,MPI-ESM1-2-LR
1852,sfcWind,6.331982,historical,MPI-ESM1-2-LR
1853,sfcWind,6.350903,historical,MPI-ESM1-2-LR
1854,sfcWind,6.072853,historical,MPI-ESM1-2-LR
1855,sfcWind,6.350638,historical,MPI-ESM1-2-LR
1856,sfcWind,5.948469,historical,MPI-ESM1-2-LR
1857,sfcWind,6.140454,historical,MPI-ESM1-2-LR
1858,sfcWind,5.937043,historical,MPI-ESM1-2-LR
1859,sfcWind,6.290675,historical,MPI-ESM1-2-LR
1860,sfcWind,6.226081,historical,MPI-ESM1-2-LR
1861,sfcWind,6.277963,historical,MPI-ESM1-2-LR
1862,sfcWind,6.401881,historical,MPI-ESM1-2-LR
1863,sfcWind,6.250138,historical,MPI-ESM1-2-LR
1864,sfcWind,6.401626,historical,MPI-ESM1-2-LR
1865,sfcWind,6.565785,historical,MPI-ESM1-2-LR
1866,sfcWind,6.520914,historical,MPI-ESM1-2-LR
1867,sfcWind,6.276479,historical,MPI-ESM1-2-LR
1868,sfcWind,6.00157,historical,MPI-ESM1-2-LR
1869,sfcWind,6.29499,historical,MPI-ESM1-2-LR
1870,sfcWind,6.240259,historical,MPI-ESM1-2-LR
1871,sfcWind,6.248442,historical,MPI-ESM1-2-LR
1872,sfcWind,6.49534,historical,MPI-ESM1-2-LR
1873,sfcWind,6.484186,historical,MPI-ESM1-2-LR
1874,sfcWind,6.085292,historical,MPI-ESM1-2-LR
1875,sfcWind,6.392198,historical,MPI-ESM1-2-LR
1876,sfcWind,6.292484,historical,MPI-ESM1-2-LR
1877,sfcWind,6.340579,historical,MPI-ESM1-2-LR
1878,sfcWind,6.151586,historical,MPI-ESM1-2-LR
1879,sfcWind,6.567512,historical,MPI-ESM1-2-LR
1880,sfcWind,6.142339,historical,MPI-ESM1-2-LR
1881,sfcWind,6.133555,historical,MPI-ESM1-2-LR
1882,sfcWind,6.446569,historical,MPI-ESM1-2-LR
1883,sfcWind,6.292038,historical,MPI-ESM1-2-LR
1884,sfcWind,6.201401,historical,MPI-ESM1-2-LR
1885,sfcWind,6.218425,historical,MPI-ESM1-2-LR
1886,sfcWind,6.332841,historical,MPI-ESM1-2-LR
1887,sfcWind,6.211643,historical,MPI-ESM1-2-LR
1888,sfcWind,6.424449,historical,MPI-ESM1-2-LR
1889,sfcWind,6.36775,historical,MPI-ESM1-2-LR
1890,sfcWind,6.284588,historical,MPI-ESM1-2-LR
1891,sfcWind,6.563528,historical,MPI-ESM1-2-LR
1892,sfcWind,6.40494,historical,MPI-ESM1-2-LR
1893,sfcWind,6.195102,historical,MPI-ESM1-2-LR
1894,sfcWind,6.594665,historical,MPI-ESM1-2-LR
1895,sfcWind,6.131203,historical,MPI-ESM1-2-LR
1896,sfcWind,6.341082,historical,MPI-ESM1-2-LR
1897,sfcWind,6.192097,historical,MPI-ESM1-2-LR
