year,variable,value,scenario,model
1850,tas,15.440314,historical,MPI-ESM1-2-LR
1851,tas,15.394938,historical,MPI-ESM1-2-LR
1852,tas,15.322355,historical,MPI-ESM1-2-LR
1853,tas,15.870466,historical,MPI-ESM1-2-LR
1854,tas,15.523713,historical,MPI-ESM1-2-LR
1855,tas,15.547689,historical,MPI-ESM1-2-LR
1856,tas,15.294327,historical,MPI-ESM1-2-LR
1857,tas,15.37487,historical,MPI-ESM1-2-LR
1858,tas,15.459492,historical,MPI-ESM1-2-LR
1859,tas,15.534973,historical,MPI-ESM1-2-LR
1860,tas,15.602649,historical,MPI-ESM1-2-LR
1861,tas,15.645176,historical,MPI-ESM1-2-LR
1862,tas,15.22539,historical,MPI-ESM1-2-LR
1863,tas,15.462667,historical,MPI-ESM1-2-LR
1864,tas,15.617615,historical,MPI-ESM1-2-LR
1865,tas,15.780901,historical,MPI-ESM1-2-LR
1866,tas,15.484955,historical,MPI-ESM1-2-LR
1867,tas,15.41333,historical,MPI-ESM1-2-LR
1868,tas,15.25534,historical,MPI-ESM1-2-LR
1869,tas,15.509799,historical,MPI-ESM1-2-LR
1870,tas,15.609039,historical,MPI-ESM1-2-LR
1871,tas,15.582287,historical,MPI-ESM1-2-LR
1872,tas,15.618229,historical,MPI-ESM1-2-LR
1873,tas,15.382467,historical,MPI-ESM1-2-LR
1874,tas,15.487004,historical,MPI-ESM1-2-LR
1875,tas,15.261685,historical,MPI-ESM1-2-LR
1876,tas,15.426487,historical,MPI-ESM1-2-LR
1877,tas,15.517967,historical,MPI-ESM1-2-LR
1878,tas,15.457586,historical,MPI-ESM1-2-LR
1879,tas,15.421777,historical,MPI-ESM1-2-LR
1880,tas,15.496365,historical,MPI-ESM1-2-LR
1881,tas,15.364893,historical,MPI-ESM1-2-LR
1882,tas,15.588787,historical,MPI-ESM1-2-LR
1883,tas,15.529725,historical,MPI-ESM1-2-LR
1884,tas,15.09832,historical,MPI-ESM1-2-LR
1885,tas,15.349561,historical,MPI-ESM1-2-LR
1886,tas,15.218754,historical,MPI-ESM1-2-LR
1887,tas,15.421389,historical,MPI-ESM1-2-LR
1888,tas,15.60593,historical,MPI-ESM1-2-LR
1889,tas,15.835853,historical,MPI-ESM1-2-LR
1890,tas,15.932871,historical,MPI-ESM1-2-LR
1891,tas,15.562741,historical,MPI-ESM1-2-LR
1892,tas,15.203586,historical,MPI-ESM1-2-LR
1893,tas,15.378424,historical,MPI-ESM1-2-LR
1894,tas,15.522204,historical,MPI-ESM1-2-LR
1895,tas,15.494974,historical,MPI-ESM1-2-LR
1896,tas,15.484917,historical,MPI-ESM1-2-LR
1897,tas,15.564388,historical,MPI-ESM1-2-LR
1898,tas,15.427048,historical,MPI-ESM1-2-LR
1899,tas,15.299049,historical,MPI-ESM1-2-LR
1900,tas,15.358538,historical,MPI-ESM1-2-LR
1901,tas,15.654388,historical,MPI-ESM1-2-LR
1902,tas,15.56631,historical,MPI-ESM1-2-LR
1903,tas,15.210442,historical,MPI-ESM1-2-LR
1904,tas,15.5775,historical,MPI-ESM1-2-LR
1905,tas,15.623656,historical,MPI-ESM1-2-LR
1906,tas,15.409587,historical,MPI-ESM1-2-LR
1907,tas,15.56974,historical,MPI-ESM1-2-LR
1908,tas,15.604879,historical,MPI-ESM1-2-LR
1909,tas,15.272395,historical,MPI-ESM1-2-LR
1910,tas,15.450108,historical,MPI-ESM1-2-LR
1911,tas,15.648859,historical,MPI-ESM1-2-LR
1912,tas,15.422954,historical,MPI-ESM1-2-LR
1913,tas,15.533979,historical,MPI-ESM1-2-LR
1914,tas,15.656837,historical,MPI-ESM1-2-LR
1915,tas,15.687906,historical,MPI-ESM1-2-LR
1916,tas,15.295415,historical,MPI-ESM1-2-LR
1917,tas,15.315036,historical,MPI-ESM1-2-LR
1918,tas,15.218947,historical,MPI-ESM1-2-LR
1919,tas,15.520859,historical,MPI-ESM1-2-LR
1920,tas,15.701374,historical,MPI-ESM1-2-LR
1921,tas,15.663267,historical,MPI-ESM1-2-LR
1922,tas,15.578722,historical,MPI-ESM1-2-LR
1923,tas,15.720805,historical,MPI-ESM1-2-LR
1924,tas,15.69635,historical,MPI-ESM1-2-LR
1925,tas,15.560047,historical,MPI-ESM1-2-LR
1926,tas,15.701023,historical,MPI-ESM1-2-LR
1927,tas,15.756032,historical,MPI-ESM1-2-LR
1928,tas,15.932371,historical,MPI-ESM1-2-LR
1929,tas,15.777564,historical,MPI-ESM1-2-LR
1930,tas,15.680446,historical,MPI-ESM1-2-LR
1931,tas,15.605687,historical,MPI-ESM1-2-LR
1932,tas,15.716542,historical,MPI-ESM1-2-LR
1933,tas,15.751836,historical,MPI-ESM1-2-LR
1934,tas,15.730473,historical,MPI-ESM1-2-LR
1935,tas,15.586334,historical,MPI-ESM1-2-LR
1936,tas,15.787617,historical,MPI-ESM1-2-LR
1937,tas,15.53966,historical,MPI-ESM1-2-LR
1938,tas,15.677823,historical,MPI-ESM1-2-LR
1939,tas,15.565581,historical,MPI-ESM1-2-LR
1940,tas,15.670601,historical,MPI-ESM1-2-LR
1941,tas,15.754031,historical,MPI-ESM1-2-LR
1942,tas,15.869822,historical,MPI-ESM1-2-LR
1943,tas,15.815467,historical,MPI-ESM1-2-LR
1944,tas,15.644577,historical,MPI-ESM1-2-LR
1945,tas,15.661445,historical,MPI-ESM1-2-LR
1946,tas,15.936032,historical,MPI-ESM1-2-LR
1947,tas,16.067933,historical,MPI-ESM1-2-LR
1948,tas,15.664124,historical,MPI-ESM1-2-LR
1949,tas,15.615022,historical,MPI-ESM1-2-LR
1950,tas,15.727562,historical,MPI-ESM1-2-LR
1951,tas,15.92076,historical,MPI-ESM1-2-LR
1952,tas,15.858517,historical,MPI-ESM1-2-LR
1953,tas,15.772423,historical,MPI-ESM1-2-LR
1954,tas,15.772946,historical,MPI-ESM1-2-LR
1955,tas,15.856801,historical,MPI-ESM1-2-LR
1956,tas,15.751784,historical,MPI-ESM1-2-LR
1957,tas,15.597044,historical,MPI-ESM1-2-LR
1958,tas,15.487104,historical,MPI-ESM1-2-LR
1959,tas,15.788181,historical,MPI-ESM1-2-LR
1960,tas,15.959263,historical,MPI-ESM1-2-LR
1961,tas,16.029688,historical,MPI-ESM1-2-LR
1962,tas,15.627348,historical,MPI-ESM1-2-LR
1963,tas,15.610021,historical,MPI-ESM1-2-LR
1964,tas,15.61467,historical,MPI-ESM1-2-LR
1965,tas,15.532909,historical,MPI-ESM1-2-LR
1966,tas,15.777028,historical,MPI-ESM1-2-LR
1967,tas,15.81095,historical,MPI-ESM1-2-LR
1968,tas,15.910088,historical,MPI-ESM1-2-LR
1969,tas,15.959384,historical,MPI-ESM1-2-LR
1970,tas,15.544141,historical,MPI-ESM1-2-LR
1971,tas,15.759445,historical,MPI-ESM1-2-LR
1972,tas,15.812413,historical,MPI-ESM1-2-LR
1973,tas,15.913756,historical,MPI-ESM1-2-LR
1974,tas,16.123131,historical,MPI-ESM1-2-LR
1975,tas,15.681848,historical,MPI-ESM1-2-LR
1976,tas,15.542386,historical,MPI-ESM1-2-LR
1977,tas,15.763706,historical,MPI-ESM1-2-LR
1978,tas,15.804395,historical,MPI-ESM1-2-LR
1979,tas,16.01064,historical,MPI-ESM1-2-LR
1980,tas,16.110212,historical,MPI-ESM1-2-LR
1981,tas,16.021041,historical,MPI-ESM1-2-LR
1982,tas,15.907118,historical,MPI-ESM1-2-LR
1983,tas,15.86074,historical,MPI-ESM1-2-LR
1984,tas,16.304493,historical,MPI-ESM1-2-LR
1985,tas,15.98558,historical,MPI-ESM1-2-LR
1986,tas,16.126239,historical,MPI-ESM1-2-LR
1987,tas,16.084962,historical,MPI-ESM1-2-LR
1988,tas,15.809721,historical,MPI-ESM1-2-LR
1989,tas,16.212179,historical,MPI-ESM1-2-LR
1990,tas,16.117764,historical,MPI-ESM1-2-LR
1991,tas,16.069826,historical,MPI-ESM1-2-LR
1992,tas,15.987226,historical,MPI-ESM1-2-LR
1993,tas,15.933863,historical,MPI-ESM1-2-LR
1994,tas,15.795611,historical,MPI-ESM1-2-LR
