year,variable,value,scenario,model
1850,tas,13.631525,historical,MPI-ESM1-2-LR
1851,tas,13.45386,historical,MPI-ESM1-2-LR
1852,tas,13.232609,historical,MPI-ESM1-2-LR
1853,tas,13.749371,historical,MPI-ESM1-2-LR
1854,tas,13.794159,historical,MPI-ESM1-2-LR
1855,tas,13.463444,historical,MPI-ESM1-2-LR
1856,tas,13.532095,historical,MPI-ESM1-2-LR
1857,tas,13.633631,historical,MPI-ESM1-2-LR
1858,tas,13.43186,historical,MPI-ESM1-2-LR
1859,tas,13.673891,historical,MPI-ESM1-2-LR
1860,tas,13.479717,historical,MPI-ESM1-2-LR
1861,tas,13.730076,historical,MPI-ESM1-2-LR
1862,tas,13.391585,historical,MPI-ESM1-2-LR
1863,tas,13.198808,historical,MPI-ESM1-2-LR
1864,tas,13.76453,historical,MPI-ESM1-2-LR
1865,tas,13.679659,historical,MPI-ESM1-2-LR
1866,tas,13.657429,historical,MPI-ESM1-2-LR
1867,tas,13.670062,historical,MPI-ESM1-2-LR
1868,tas,13.604692,historical,MPI-ESM1-2-LR
1869,tas,13.445103,historical,MPI-ESM1-2-LR
1870,tas,14.004758,historical,MPI-ESM1-2-LR
1871,tas,13.51482,historical,MPI-ESM1-2-LR
1872,tas,13.553321,historical,MPI-ESM1-2-LR
1873,tas,13.545499,historical,MPI-ESM1-2-LR
1874,tas,13.502502,historical,MPI-ESM1-2-LR
1875,tas,13.582607,historical,MPI-ESM1-2-LR
1876,tas,13.475509,historical,MPI-ESM1-2-LR
1877,tas,13.42303,historical,MPI-ESM1-2-LR
1878,tas,13.643428,historical,MPI-ESM1-2-LR
1879,tas,13.718415,historical,MPI-ESM1-2-LR
1880,tas,13.664429,historical,MPI-ESM1-2-LR
1881,tas,13.316568,historical,MPI-ESM1-2-LR
1882,tas,13.273477,historical,MPI-ESM1-2-LR
1883,tas,13.544204,historical,MPI-ESM1-2-LR
1884,tas,13.105006,historical,MPI-ESM1-2-LR
1885,tas,13.400233,historical,MPI-ESM1-2-LR
1886,tas,13.35553,historical,MPI-ESM1-2-LR
1887,tas,13.18646,historical,MPI-ESM1-2-LR
1888,tas,13.499097,historical,MPI-ESM1-2-LR
1889,tas,13.801914,historical,MPI-ESM1-2-LR
1890,tas,13.405892,historical,MPI-ESM1-2-LR
1891,tas,13.967131,historical,MPI-ESM1-2-LR
1892,tas,13.642676,historical,MPI-ESM1-2-LR
1893,tas,13.776543,historical,MPI-ESM1-2-LR
1894,tas,13.262073,historical,MPI-ESM1-2-LR
1895,tas,13.652629,historical,MPI-ESM1-2-LR
1896,tas,13.400867,historical,MPI-ESM1-2-LR
1897,tas,13.477699,historical,MPI-ESM1-2-LR
1898,tas,13.495223,historical,MPI-ESM1-2-LR
1899,tas,13.547292,historical,MPI-ESM1-2-LR
1900,tas,13.453605,historical,MPI-ESM1-2-LR
1901,tas,13.604602,historical,MPI-ESM1-2-LR
1902,tas,13.449904,historical,MPI-ESM1-2-LR
1903,tas,13.036811,historical,MPI-ESM1-2-LR
1904,tas,13.569841,historical,MPI-ESM1-2-LR
1905,tas,13.508933,historical,MPI-ESM1-2-LR
1906,tas,13.682499,historical,MPI-ESM1-2-LR
1907,tas,13.567599,historical,MPI-ESM1-2-LR
1908,tas,13.569038,historical,MPI-ESM1-2-LR
1909,tas,13.423384,historical,MPI-ESM1-2-LR
1910,tas,13.158222,historical,MPI-ESM1-2-LR
1911,tas,13.54913,historical,MPI-ESM1-2-LR
1912,tas,13.530341,historical,MPI-ESM1-2-LR
