year,variable,value,scenario,model
1850,tas,13.143467,historical,MPI-ESM1-2-LR
1851,tas,13.350724,historical,MPI-ESM1-2-LR
1852,tas,13.262865,historical,MPI-ESM1-2-LR
1853,tas,13.702429,historical,MPI-ESM1-2-LR
1854,tas,13.384828,historical,MPI-ESM1-2-LR
1855,tas,13.213897,historical,MPI-ESM1-2-LR
1856,tas,13.464979,historical,MPI-ESM1-2-LR
1857,tas,13.683297,historical,MPI-ESM1-2-LR
1858,tas,13.244556,historical,MPI-ESM1-2-LR
1859,tas,13.411791,historical,MPI-ESM1-2-LR
1860,tas,13.3776,historical,MPI-ESM1-2-LR
1861,tas,13.538165,historical,MPI-ESM1-2-LR
1862,tas,13.355181,historical,MPI-ESM1-2-LR
1863,tas,13.33535,historical,MPI-ESM1-2-LR
1864,tas,13.456526,historical,MPI-ESM1-2-LR
1865,tas,13.460203,historical,MPI-ESM1-2-LR
1866,tas,13.264225,historical,MPI-ESM1-2-LR
1867,tas,13.076039,historical,MPI-ESM1-2-LR
1868,tas,13.218066,historical,MPI-ESM1-2-LR
1869,tas,13.451118,historical,MPI-ESM1-2-LR
1870,tas,13.386713,historical,MPI-ESM1-2-LR
1871,tas,13.206619,historical,MPI-ESM1-2-LR
1872,tas,13.306211,historical,MPI-ESM1-2-LR
1873,tas,13.421828,historical,MPI-ESM1-2-LR
1874,tas,13.167373,historical,MPI-ESM1-2-LR
1875,tas,13.177998,historical,MPI-ESM1-2-LR
1876,tas,13.139436,historical,MPI-ESM1-2-LR
1877,tas,13.314763,historical,MPI-ESM1-2-LR
1878,tas,13.181922,historical,MPI-ESM1-2-LR
1879,tas,13.537578,historical,MPI-ESM1-2-LR
1880,tas,13.171428,historical,MPI-ESM1-2-LR
1881,tas,13.243727,historical,MPI-ESM1-2-LR
1882,tas,13.336143,historical,MPI-ESM1-2-LR
1883,tas,13.367,historical,MPI-ESM1-2-LR
1884,tas,13.087445,historical,MPI-ESM1-2-LR
1885,tas,13.024749,historical,MPI-ESM1-2-LR
