year,variable,value,scenario,model
1850,tas,15.162216,historical,MPI-ESM1-2-LR
1851,tas,15.311657,historical,MPI-ESM1-2-LR
1852,tas,15.230706,historical,MPI-ESM1-2-LR
1853,tas,15.472066,historical,MPI-ESM1-2-LR
1854,tas,15.336763,historical,MPI-ESM1-2-LR
1855,tas,15.181367,historical,MPI-ESM1-2-LR
1856,tas,15.051562,historical,MPI-ESM1-2-LR
1857,tas,15.184227,historical,MPI-ESM1-2-LR
1858,tas,15.009038,historical,MPI-ESM1-2-LR
1859,tas,15.286073,historical,MPI-ESM1-2-LR
1860,tas,15.341265,historical,MPI-ESM1-2-LR
1861,tas,15.304494,historical,MPI-ESM1-2-LR
1862,tas,15.009476,historical,MPI-ESM1-2-LR
1863,tas,15.231374,historical,MPI-ESM1-2-LR
1864,tas,15.251249,historical,MPI-ESM1-2-LR
1865,tas,15.20626,historical,MPI-ESM1-2-LR
1866,tas,15.192144,historical,MPI-ESM1-2-LR
1867,tas,15.103417,historical,MPI-ESM1-2-LR
1868,tas,15.040852,historical,MPI-ESM1-2-LR
1869,tas,15.075291,historical,MPI-ESM1-2-LR
1870,tas,15.34247,historical,MPI-ESM1-2-LR
1871,tas,15.244116,historical,MPI-ESM1-2-LR
1872,tas,15.13848,historical,MPI-ESM1-2-LR
1873,tas,15.027828,historical,MPI-ESM1-2-LR
1874,tas,15.160383,historical,MPI-ESM1-2-LR
1875,tas,14.961337,historical,MPI-ESM1-2-LR
1876,tas,14.997889,historical,MPI-ESM1-2-LR
1877,tas,15.050303,historical,MPI-ESM1-2-LR
1878,tas,14.960627,historical,MPI-ESM1-2-LR
1879,tas,15.165548,historical,MPI-ESM1-2-LR
1880,tas,14.93638,historical,MPI-ESM1-2-LR
1881,tas,15.167031,historical,MPI-ESM1-2-LR
1882,tas,15.169064,historical,MPI-ESM1-2-LR
1883,tas,15.13859,historical,MPI-ESM1-2-LR
1884,tas,14.919681,historical,MPI-ESM1-2-LR
1885,tas,15.152377,historical,MPI-ESM1-2-LR
1886,tas,14.939858,historical,MPI-ESM1-2-LR
1887,tas,15.02619,historical,MPI-ESM1-2-LR
1888,tas,15.257955,historical,MPI-ESM1-2-LR
1889,tas,15.327419,historical,MPI-ESM1-2-LR
1890,tas,15.568509,historical,MPI-ESM1-2-LR
1891,tas,14.993864,historical,MPI-ESM1-2-LR
1892,tas,14.832048,historical,MPI-ESM1-2-LR
1893,tas,15.240221,historical,MPI-ESM1-2-LR
1894,tas,15.047086,historical,MPI-ESM1-2-LR
1895,tas,15.144781,historical,MPI-ESM1-2-LR
1896,tas,15.327079,historical,MPI-ESM1-2-LR
1897,tas,15.370727,historical,MPI-ESM1-2-LR
1898,tas,15.014166,historical,MPI-ESM1-2-LR
1899,tas,15.184938,historical,MPI-ESM1-2-LR
1900,tas,15.17731,historical,MPI-ESM1-2-LR
1901,tas,15.249922,historical,MPI-ESM1-2-LR
1902,tas,15.25688,historical,MPI-ESM1-2-LR
1903,tas,15.045292,historical,MPI-ESM1-2-LR
1904,tas,15.202183,historical,MPI-ESM1-2-LR
1905,tas,15.22444,historical,MPI-ESM1-2-LR
1906,tas,15.130235,historical,MPI-ESM1-2-LR
1907,tas,15.237615,historical,MPI-ESM1-2-LR
1908,tas,15.049772,historical,MPI-ESM1-2-LR
1909,tas,15.109902,historical,MPI-ESM1-2-LR
1910,tas,15.324175,historical,MPI-ESM1-2-LR
1911,tas,15.401741,historical,MPI-ESM1-2-LR
1912,tas,15.136248,historical,MPI-ESM1-2-LR
