year,variable,value,scenario,model
1850,tas,11.575683,historical,MPI-ESM1-2-LR
1851,tas,11.759615,historical,MPI-ESM1-2-LR
1852,tas,11.778391,historical,MPI-ESM1-2-LR
1853,tas,12.365993,historical,MPI-ESM1-2-LR
1854,tas,12.054365,historical,MPI-ESM1-2-LR
1855,tas,11.756997,historical,MPI-ESM1-2-LR
1856,tas,12.12962,historical,MPI-ESM1-2-LR
1857,tas,11.520187,historical,MPI-ESM1-2-LR
1858,tas,12.057529,historical,MPI-ESM1-2-LR
1859,tas,11.853134,historical,MPI-ESM1-2-LR
1860,tas,11.853881,historical,MPI-ESM1-2-LR
1861,tas,12.140461,historical,MPI-ESM1-2-LR
1862,tas,11.933049,historical,MPI-ESM1-2-LR
1863,tas,11.964029,historical,MPI-ESM1-2-LR
1864,tas,12.097032,historical,MPI-ESM1-2-LR
1865,tas,12.120835,historical,MPI-ESM1-2-LR
1866,tas,11.899308,historical,MPI-ESM1-2-LR
1867,tas,11.830083,historical,MPI-ESM1-2-LR
1868,tas,12.00172,historical,MPI-ESM1-2-LR
1869,tas,11.773335,historical,MPI-ESM1-2-LR
1870,tas,12.128731,historical,MPI-ESM1-2-LR
1871,tas,12.029188,historical,MPI-ESM1-2-LR
1872,tas,11.864221,historical,MPI-ESM1-2-LR
1873,tas,11.825095,historical,MPI-ESM1-2-LR
1874,tas,11.803291,historical,MPI-ESM1-2-LR
1875,tas,11.604368,historical,MPI-ESM1-2-LR
1876,tas,11.593189,historical,MPI-ESM1-2-LR
1877,tas,11.650082,historical,MPI-ESM1-2-LR
1878,tas,11.90081,historical,MPI-ESM1-2-LR
1879,tas,11.866603,historical,MPI-ESM1-2-LR
1880,tas,11.75468,historical,MPI-ESM1-2-LR
1881,tas,11.909691,historical,MPI-ESM1-2-LR
1882,tas,11.859643,historical,MPI-ESM1-2-LR
1883,tas,11.760606,historical,MPI-ESM1-2-LR
1884,tas,11.615412,historical,MPI-ESM1-2-LR
1885,tas,11.633256,historical,MPI-ESM1-2-LR
1886,tas,11.653845,historical,MPI-ESM1-2-LR
1887,tas,11.616805,historical,MPI-ESM1-2-LR
1888,tas,11.783382,historical,MPI-ESM1-2-LR
1889,tas,11.987599,historical,MPI-ESM1-2-LR
1890,tas,12.042643,historical,MPI-ESM1-2-LR
1891,tas,11.63122,historical,MPI-ESM1-2-LR
1892,tas,11.895561,historical,MPI-ESM1-2-LR
1893,tas,11.966748,historical,MPI-ESM1-2-LR
1894,tas,11.934728,historical,MPI-ESM1-2-LR
1895,tas,11.957684,historical,MPI-ESM1-2-LR
1896,tas,11.959092,historical,MPI-ESM1-2-LR
1897,tas,12.238994,historical,MPI-ESM1-2-LR
1898,tas,11.8962,historical,MPI-ESM1-2-LR
1899,tas,11.767693,historical,MPI-ESM1-2-LR
1900,tas,11.445939,historical,MPI-ESM1-2-LR
1901,tas,11.916323,historical,MPI-ESM1-2-LR
1902,tas,11.838132,historical,MPI-ESM1-2-LR
1903,tas,11.689974,historical,MPI-ESM1-2-LR
1904,tas,12.046672,historical,MPI-ESM1-2-LR
1905,tas,12.290899,historical,MPI-ESM1-2-LR
1906,tas,11.798503,historical,MPI-ESM1-2-LR
1907,tas,11.561332,historical,MPI-ESM1-2-LR
1908,tas,11.589463,historical,MPI-ESM1-2-LR
1909,tas,11.6371,historical,MPI-ESM1-2-LR
1910,tas,12.041446,historical,MPI-ESM1-2-LR
1911,tas,12.161794,historical,MPI-ESM1-2-LR
1912,tas,11.682609,historical,MPI-ESM1-2-LR
1913,tas,11.960931,historical,MPI-ESM1-2-LR
1914,tas,12.036061,historical,MPI-ESM1-2-LR
1915,tas,11.919801,historical,MPI-ESM1-2-LR
1916,tas,11.827576,historical,MPI-ESM1-2-LR
1917,tas,11.921368,historical,MPI-ESM1-2-LR
1918,tas,11.675442,historical,MPI-ESM1-2-LR
1919,tas,11.638634,historical,MPI-ESM1-2-LR
1920,tas,11.952828,historical,MPI-ESM1-2-LR
1921,tas,11.987414,historical,MPI-ESM1-2-LR
1922,tas,12.194764,historical,MPI-ESM1-2-LR
1923,tas,12.180217,historical,MPI-ESM1-2-LR
1924,tas,11.87485,historical,MPI-ESM1-2-LR
1925,tas,11.921464,historical,MPI-ESM1-2-LR
1926,tas,12.235803,historical,MPI-ESM1-2-LR
1927,tas,12.168379,historical,MPI-ESM1-2-LR
1928,tas,12.224243,historical,MPI-ESM1-2-LR
1929,tas,12.106581,historical,MPI-ESM1-2-LR
1930,tas,11.976643,historical,MPI-ESM1-2-LR
1931,tas,12.077879,historical,MPI-ESM1-2-LR
1932,tas,11.883532,historical,MPI-ESM1-2-LR
1933,tas,12.073624,historical,MPI-ESM1-2-LR
1934,tas,12.421285,historical,MPI-ESM1-2-LR
1935,tas,12.17457,historical,MPI-ESM1-2-LR
1936,tas,12.279622,historical,MPI-ESM1-2-LR
1937,tas,11.917261,historical,MPI-ESM1-2-LR
1938,tas,12.029838,historical,MPI-ESM1-2-LR
1939,tas,11.955124,historical,MPI-ESM1-2-LR
1940,tas,12.097649,historical,MPI-ESM1-2-LR
1941,tas,12.461626,historical,MPI-ESM1-2-LR
1942,tas,12.297364,historical,MPI-ESM1-2-LR
1943,tas,12.568014,historical,MPI-ESM1-2-LR
1944,tas,12.088379,historical,MPI-ESM1-2-LR
1945,tas,12.174182,historical,MPI-ESM1-2-LR
1946,tas,12.256039,historical,MPI-ESM1-2-LR
1947,tas,12.604716,historical,MPI-ESM1-2-LR
1948,tas,12.34812,historical,MPI-ESM1-2-LR
1949,tas,12.183377,historical,MPI-ESM1-2-LR
1950,tas,12.300927,historical,MPI-ESM1-2-LR
1951,tas,12.446219,historical,MPI-ESM1-2-LR
1952,tas,12.427936,historical,MPI-ESM1-2-LR
1953,tas,12.247172,historical,MPI-ESM1-2-LR
1954,tas,11.943435,historical,MPI-ESM1-2-LR
1955,tas,12.085685,historical,MPI-ESM1-2-LR
1956,tas,11.873294,historical,MPI-ESM1-2-LR
1957,tas,12.286687,historical,MPI-ESM1-2-LR
1958,tas,11.954127,historical,MPI-ESM1-2-LR
1959,tas,11.925737,historical,MPI-ESM1-2-LR
1960,tas,12.31698,historical,MPI-ESM1-2-LR
1961,tas,12.257761,historical,MPI-ESM1-2-LR
1962,tas,11.966155,historical,MPI-ESM1-2-LR
1963,tas,12.275779,historical,MPI-ESM1-2-LR
1964,tas,11.730822,historical,MPI-ESM1-2-LR
1965,tas,12.344905,historical,MPI-ESM1-2-LR
1966,tas,12.155093,historical,MPI-ESM1-2-LR
1967,tas,12.110743,historical,MPI-ESM1-2-LR
1968,tas,12.329307,historical,MPI-ESM1-2-LR
1969,tas,12.293132,historical,MPI-ESM1-2-LR
1970,tas,12.17013,historical,MPI-ESM1-2-LR
1971,tas,12.117494,historical,MPI-ESM1-2-LR
1972,tas,11.938018,historical,MPI-ESM1-2-LR
1973,tas,12.021655,historical,MPI-ESM1-2-LR
1974,tas,12.358642,historical,MPI-ESM1-2-LR
1975,tas,12.134982,historical,MPI-ESM1-2-LR
1976,tas,11.792584,historical,MPI-ESM1-2-LR
1977,tas,12.083941,historical,MPI-ESM1-2-LR
1978,tas,12.026978,historical,MPI-ESM1-2-LR
1979,tas,12.1411,historical,MPI-ESM1-2-LR
1980,tas,12.265013,historical,MPI-ESM1-2-LR
1981,tas,12.148301,historical,MPI-ESM1-2-LR
1982,tas,12.473489,historical,MPI-ESM1-2-LR
1983,tas,12.070938,historical,MPI-ESM1-2-LR
1984,tas,12.22757,historical,MPI-ESM1-2-LR
1985,tas,12.267601,historical,MPI-ESM1-2-LR
1986,tas,12.721747,historical,MPI-ESM1-2-LR
1987,tas,12.450901,historical,MPI-ESM1-2-LR
1988,tas,12.46454,historical,MPI-ESM1-2-LR
